Signatur	STANDORT_Hilfsspalte	STANDORT2	STANDORT3	ZUGANGSNR	EXEMPLARNR	Kurztitel	GTV	HST	Sachgruppe	Ort	"Epoche/
Räume"	ISBN
P 1927 - 1	P 001927 - 1	Zentrale		BV77/124	1606192001	Odobescu, Alexandru: 4. Tezaurul de la Pietroasa. - 1976. - 1079 S. : zahlr. Ill., Kt.		Tezaurul de la Pietroasa	MET	BALK	VWZ/FMA	
P 1928	P 001928	Zentrale		BV96/220	1606193001	Zum Mannheimer Antikensaal und ein Katalog der Antikensaal-Galerie im Schloß / von Wolfgang Schiering ...		Zum Mannheimer Antikensaal und ein Katalog der Antikensaal-Galerie im Schloß	"KAT;KU"	D	AW	
P 1929	P 001929	Zentrale		BV96/223	1606195001	"Regional variation... / Asbjørn Moen (ed.) (Gunneria ; 70)"	"Gunneria ; 70"	Regional variation and conservation of mire ecosystems	"KO;VAR;BO"	EU		82-7126-889-9
P 1930 - 1	P 001930 - 1	Zentrale		BV95/860	1606198001	"Saint-Blaise/Bains des Dames 1. Palynologie d'un site néolithique et histoire de la végétation des derniers 16 000 ans. - 1994. - 121 S., 31 Diagramme (Archéologie neuchâteloise ; 18)"	"Archéologie neuchâteloise ; 18"	Palynologie d'un site néolithique et histoire de la végétation des derniers 16 000 ans	"BO;WIR"	CH	"PAL/MES;NEO"	
P 1931	P 001931	Zentrale		BV96/229	223536008	"Sauerland : Facetten einer Kulturregion / Stefan Baumeier ... (Hrsg.) (Schriften des Westfälischen ... ; 12)"	"Schriften des Westfälischen Freilichtmuseums Detmold - Landesmuseum für Volkskunde ; 12"	Sauerland	KULT	W	MA/NZ	3-930271-20-6
P 1932	P 001932	Zentrale		BV96/227	202474007	"Die Dorfschmiede / Stefan Baumeier ; Annegret Tegtmeier-Breit (Einzelführer des Westfälisch... ; 13)"	"Einzelführer des Westfälischen Freilichtmuseums Detmold - Landesmuseum für Volkskunde ; 13"	¬Die¬ Dorfschmiede	"KAT;KULT"	W	MA/NZ	3-921160-19-5
P 1933	P 001933	Zentrale		BV967228	226541010	"Sternschulte, Agnes: Die Haustiere / Agnes Sternschulte (Einzelführer des Westfälisch... ; 14)"	"Einzelführer des Westfälischen Freilichtmuseums - Landesmuseum für Volkskunde ; 14"	¬Die¬ Haustiere	"KAT;KULT"	W	MA/NZ	3-926160-22-5
P 1934 - 1	P 001934 - 1	Zentrale		BV96/240	229764004	Werl 1.  - 1994. - X, 666 S. : Ill., graph. Darst., Kt.			GE	W	MA/NZ	3-87088-844-X
P 1934 - 2	P 001934 - 2	Zentrale		BV96/240	229763004	Werl 2.  - 1994. - S. 667 - 1319 : Ill., graph. Darst., Kt.			GE	W	MA/NZ	3-87088-846-6
P 1935	P 001935	Zentrale		BV96/247	1606199001	"Stauch, Eva: Merowingerzeitvertreib? : Spielsteinbeigabe in Reihengräbern / von Eva Stauch (Universitätsforschungen zur ... ; ...)"	"Universitätsforschungen zur prähistorischen Archäologie ; 23 : Aus dem Seminar für Vor- und Frühgeschichte der Universität Würzburg"	Merowingerzeitvertreib?	GRÄ	D	VWZ/FMA	3-7749-2676-X
P 1936	P 001936	Zentrale		BV96/248	1606200001	"Zimmermann, Andreas: Austauschsysteme von Silexartefakten in der Bandkeramik Mitteleuropas / von Andreas Zimmermann (Universitätsforschungen zur ... ; ...)"	"Universitätsforschungen zur prähistorischen Archäologie ; 26 : Aus dem Seminar für Vor- und Frühgeschichte der Universität Frankfurt M."	Austauschsysteme von Silexartefakten in der Bandkeramik Mitteleuropas	"VER;STE"	EU	NEO	3-7749-2574-7
P 1937	P 001937	Zentrale		BV96/246	1606201001	"Pause, Carl: Spätmittelalterliche Glasfunde aus Venedig : ein archäologischer Beitrag zur deutsch-venezianischen Handelsgeschichte (Universitätsforschungen zur ... ; ...)"	"Universitätsforschungen zur prähistorischen Archäologie ; 28 : Aus dem Institut für Ur- und Frühgeschichte der Universität Freiburg i. Br."	Spätmittelalterliche Glasfunde aus Venedig	"GLA;VER"	"I;EU"	MA/NZ	3-7749-2744-8
P 1938	P 001938	Zentrale		BV96/252	1606232001	Provinzialrömische Forschungen : Festschrift für Günter Ulbert zum 65. Geburtstag / Red.: Claus-Michael Hüssen ... (Veröffentlichung des Archäologische...)	Veröffentlichung des Archäologischen Forschungszentrums Ingolstadt.	Provinzialrömische Forschungen	FES	EU	RKZ	3-89646-000-5
P 1939	P 001939	Zentrale		BV96/255	3174002	"Goebel, Uli: Wasser, Wein und Gerstensaft : 1000 Jahre Gastlichkeit im Sauerland ; Beiträge und Katalog / von Uli Goebel ... ; Red.: Otto Höffer ; Ausstellungskonzept: Bernd..."		Wasser, Wein und Gerstensaft	ERN	W	MA/NZ	
P 1940	P 001940	Zentrale		BV85/244	220436003	"Oerlinghausen : Geschichte und Geschichten / Hrsg.: Stadt Oerlinghausen ; [Red. und Gesamtgest.: Horst Wasgindt]"		Oerlinghausen	"GE;KULT"	W	MA/NZ	
P 1941	P 001941	Zentrale		BV96/128	1606263001	Schlaginhaufen, Otto: Die menschlichen Skelettreste aus der Steinzeit des Wauwilersees <Luzern> und ihre Stellung zu anderen anthropologischen Funden aus der Steinzeit / Otto Schlaginhaufen		Die menschlichen Skelettreste aus der Steinzeit des Wauwilersees <Luzern> und ihre Stellung zu anderen anthropologischen Funden aus der Steinzeit	AN	CH	NEO	
P 1942	P 001942	Zentrale		BV96/272	1606264001	The archaeology of V. Gordon Childe : contemporary perspectives... / ed. by David R. Harris		The archaeology of V. Gordon Childe	"KO;GES"	"BR;EU"		1-85728-220-5
P 1943 	P 001943 	Zentrale		BV96/267	1606271001	"Chronologies néolithiques... / sous la dir. de Jean-Louis Voruz (Document du Département d'An... ; 20)"	"Document du Département d'Anthropologie et d'Ecologie de l`Université de Genève ; 20"	Chronologies néolithiques	KO	"F;CH"	NEO	2-94002-040-5
P 1944	P 001944	Zentrale		BV96/275	1606265001	"Archaeological and historical aspects of West-European societies / hrsg. von Marc Lodewijckx (Acta archaeologica Lovaniens... ; 8)"	"Acta archaeologica Lovaniensia : Monographiae ; 8"	Archaeological and historical aspects of West-European societies	GSL	EU	"EZ;RKZ"	90-6186-722-3
P 1945	P 001945	Zentrale		BV85/458	1606266001	Reclams Archäologieführer Österreich und Südtirol : Denlmäler und Museen der Urgeschichte, der Römerzeit und des frühen Mittelalters / Hrsg. von Andreas Lippert		Reclams Archäologieführer Österreich und Südtirol	ARF	"A;I"		3-15-010333-9
P 1946	P 001946	Zentrale	Tackenberg	BV14/2117	1704066001	Lehmann-Nitsche, Robert: Beiträge zur prähistorischen Chirurgie nach Funden aus deutscher Vorzeit / von Robert Lehmann-Nitsche		Beiträge zur prähistorischen Chirurgie nach Funden aus deutscher Vorzeit	AN	EU	"PAL/MES;NEO;BZ;EZ"	
P 1947	P 001947	Zentrale		BV91/215	1606268001	"Oesterwind, Bernd C. ; Schäfer, Klaus: Die Mittellatènezeit im Neuwieder Becken / B. C. Oesterwind u. K. Schäfer (Pellenz-Museum ; 4)"	"Pellenz-Museum ; 4"	¬Die¬ Mittellatènezeit im Neuwieder Becken	"GES;SIE"	D	EZ	
P 1948	P 001948	Zentrale	Tackenberg	BV14/2118	1704067001	Menzel, Heinz: Römische Bronzen in Speyer / Heinz Menzel		Römische Bronzen in Speyer	"MET;KU"	D	RKZ	
P 1949	P 001949	Zentrale		BV96/268	1606270001	Petersen, Peter: Nydam Offermose : mosefund i Danmark gennem 2000 år  - og de 6 store offerfund i moserne som grundlag for en fyldigere beskrivelse af Nydam offermose / Peter Petersen		Nydam Offermose	"MET;KU"	SK	EZ	87-88742-78-4
P 1950 - 10	P 001950 - 10	Zentrale		B54/594	1607244001	"Genrich, Albert: Formenkreise und Stammesgruppen in Schleswig-Holstein : nach geschlossenen Funden des 3. bis 6. Jahrhunderts / von Albert Genrich (Offa-Bücher ; 10)(Vor- und f... ; ...)"	"Offa-Bücher ;  10"	Formenkreise und Stammesgruppen in Schleswig-Holstein	MET	D	"RKZ;VWZ/FMA"	
P 1950 - 11	P 001950 - 11	Zentrale		B55/295	406885001	"Struve, Karl Wilhelm: Die Einzelgrabkultur in Schleswig-Holstein und ihre kontinentalen Beziehungen / von Karl W. Struve (Offa-Bücher ; 11)(Vor- und f... ; ...)"	"Offa-Bücher ; 11"	¬Die¬ Einzelgrabkultur in Schleswig-Holstein und ihre kontinentalen Beziehungen	GRÄ	D	NEO	
P 1950 - 12	P 001950 - 12	Zentrale		B55/294 	404147001	"Bantelmann, Albert: Tofting, eine vorgeschichtliche Warft an der Eidermündung / von Albert Bantelmann. Mit Beitr. von Udelgard Grohne [u.a.] (Offa-Bücher ; 12)(Vor- und f... ; ...)"	"Offa-Bücher ; 12"	Tofting, eine vorgeschichtliche Warft an der Eidermündung	SIE	D	"RKZ;VWZ/FMA"	
P 1950 - 13	P 001950 - 13	Zentrale		B57/402	1607250001	"Raddatz, Klaus: Der Thorsberger Moorfund : Gürtelteile und Körperschmuck / von Klaus Raddatz (Offa-Bücher ; 13)(Vor- und f... ; ...)"	"Offa-Bücher ; 13"	¬Der¬ Thorsberger Moorfund	MET	D	RKZ	
P 1950 - 14	P 001950 - 14	Zentrale		B58/26	1607251001	"Rust, Alfred: Die Funde vom Pinnberg / Alfred Rust. Mit Beitr. von Karl Gripp .. (Offa-Bücher ; 14)(Vor- und f... ; ...)"	"Offa-Bücher ; 14"	Die Funde vom Pinnberg	"SIE;GSL"	D	PAL/MES	
P 1950 - 15	P 001950 - 15	Zentrale		B58/298	1607253001	"Rust, Alfred: Die jungpaläolithischen Zeltanlagen von Ahrensburg / von Alfred Rust. Mit Beitr. von Rudolf Schütrumpf ; Wolf Herre... (Offa-Bücher ; 15)(Vor- und f... ; ...)"	"Offa-Bücher ; 15"	¬Die¬ jungpaläolithischen Zeltanlagen von Ahrensburg	SIE	D	PAL/MES	
P 1950 - 16	P 001950 - 16	Zentrale		B60/228	1607255001	"Brandt, Johanna: Das Urnengräberfeld... / Johanna Brandt (Offa-Bücher ; 16)(Untersuchu... ; ...)"	Offa-Bücher	¬Das¬ Urnengräberfeld von Preetz in Holstein	GRÄ	D	"RKZ;VWZ/FMA"	
P 1950 - 17	P 001950 - 17	Zentrale		BV62/94	1607265001	"Rust, Alfred ; Steffens, Gustav: Die Artefakte der Altonaer Stufe von Wittenbergen : eine mittelpleistozäne Untergruppe d. Heidelberger Kulturen (Offa-Bücher ; 17)(Untersuchu... ; ...)"	"Offa-Bücher ; 17"	¬Die¬ Artefakte der Altonaer Stufe von Wittenbergen	SIE	D	PAL/MES	
P 1950 - 18	P 001950 - 18	Zentrale		BV64/75	1607270001	"Rangs-Borchling, Almuth: Das Urnengräberfeld von Hornbek in Holstein : (2. Jh. vor bis 2. Jh. nach Christi Geburt) / Almuth Rangs-Borchling (Offa-Bücher ; 18)(Untersuchu... ; ...)"	"Ofa-Bücher ; 18"	¬Das¬ Urnengräberfeld von Hornbek in Holstein	GRÄ	D	"EZ;RKZ"	
P 1950 - 19	P 001950 - 19	Zentrale		BV67/149	1607272001	"Geisslinger, Helmut: Horte als Geschichtsquelle : dargest. an. d. völkerwanderungs-u. merowingerzeitlichen Funden d. südwestl. Ostseeraumes (Offa-Bücher ; 19)(Untersuchu... ; ...)"	"Offa-Bücher ; 19"	Horte als Geschichtsquelle	"MET;GES"	D	VWZ/FMA	
P 1950 - 2	P 001950 - 2	Zentrale		B38/484	1606272001	"Hoffmann, Hugo: Die Gräber der jüngeren Bronzezeit in Holstein / Hugo Hoffmann (Offa-Bücher ; 2)(Vor- und fr... ; ...)"	"Offa-Bücher ; 2"	Die Gräber der jüngeren Bronzezeit in Holstein	"GRÄ;GES"	D	BZ	
P 1950 - 20	P 001950 - 20	Zentrale 		BV67/150		"Raddatz, Klaus: Das Wagengrab der jüngeren vorrömischen Eisenzeit von Husby, Kreis Flensburg / Klaus Raddatz (Offa-Bücher ; 20)(Untersuchu... ; ...)"			GRÄ	D	RKZ	
P 1950 - 21	P 001950 - 21	Zentrale		BV70/109	1607295001	"Bantelmann, Albert: Die Landschaftsentwicklung... / Albert Bantelmann (Offa-Bücher ; 21)(Untersuchu... ; ...)"	"Offa-Bücher ; 21"	Die Landschaftsentwicklung an der schleswig-holsteinischen Westküste	LA	D	"NEO;BZ;EZ;RKZ;VWZ/FMA;MA/NZ"	
P 1950 - 22,1	P 001950 - 22,1	Zentrale		BV68/275	1607305001	Behrends, Rolf-Heiner: Schwissel. 1. Text. - 1968. - 367 S. : Ill., graph. Darst., Kt.		Text	GRÄ	D	EZ	
P 1950 - 22,2	P 001950 - 22,2	Zentrale		BV68/275	1607308001	Schwissel 2. Karten und Tafeln. - 1968. - Getr. Zählung : Ill., graph. Darst., Kt.		Karten und Tafeln	GRÄ	D	EZ	
P 1950 - 23	P 001950 - 23	Zentrale		BV71/83	1607309001	"Schach-Dörges, Helga: Die Bodenfunde des 3. bis 6. Jahrhunderts nach Chr. zwischen unterer Elbe und Oder / von Helga Schach-Dörges (Offa-Bücher ; 23)(Untersuchu... ; ...)"	"Offa-Bücher ; 23"	¬Die¬ Bodenfunde des 3. bis 6. Jahrhunderts nach Chr. zwischen unterer Elbe und Oder	"SIE;GRÄ"	D	VWZ/FMA	
P 1950 - 24	P 001950 - 24	Zentrale		BV72/37	1607316001	"Bantelmann, Niels: Hamfelde, Kreis Herzogtum Lauenburg : ein Urnenfeld der römischen Kaiserzeit in Holstein / Niels Bantelmann (Offa-Bücher ; 24)(Untersuchu... ; ...)"	"Offa-Bücher ; 24"	Hamfelde, Kreis Herzogtum Lauenburg	"AN;GRÄ"	D	RKZ	
P 1950 - 25	P 001950 - 25	Zentrale		BV73/11	1607520001	"Menke, Manfred: Die jüngere Bronzezeit in Holstein : topographisch-chronologische Studien / Manfred Menke (Offa-Bücher ; 25)(Untersuchu... ; ...)"	"Offa-Bücher ; 25"	¬Die¬ jüngere Bronzezeit in Holstein	GES	D	BZ	
P 1950 - 26	P 001950 - 26	Zentrale		BV74/24	1607523001	"Schubart, Hermanfrid: Die Funde der älteren Bronzezeit in Mecklenburg / von Hermanfrid Schubart (Offa-Bücher ; 26)(Untersuchu... ; ...)"	"Offa-Bücher ; 26"	Die Funde der älteren Bronzezeit in Mecklenburg	GRÄ	D	BZ	
P 1950 - 27	P 001950 - 27	Zentrale		BV75/64	1607526001	"Hingst, Hans: Jevenstedt : ein Urnenfriedhof der älteren vorrömischen Eisenzeit im Kreise Rendsburg-Eckernförde, Holstein / von Hans Hingst (Offa-Bücher ; 27)(Untersuchu... ; ...)"	"Offa-Bücher ; 27"	Jevenstedt	GRÄ	D	EZ	
P 1950 - 28	P 001950 - 28	Zentrale		BV73/345	1607530001	"Ellmers, Detlev: Frühmittelalterliche Handelsschiffahrt in Mittel- und Nordeuropa / Detlev Ellmers (Offa-Bücher ; 28)(Untersuchu... ; ...)"	"Offa-Bücher ; 28"	Frühmittelalterliche Handelsschiffahrt in Mittel- und Nordeuropa	VER	EU	VWZ/FMA	
P 1950 - 29	P 001950 - 29	Zentrale		BV73/277	1607537001	"Vogel, Volker: Slawische Funde in Wagrien / Volker Vogel (Offa-Bücher ; 29)(Untersuchu... ; ...)"	"Offa-Bücher ; 29"	Slawische Funde in Wagrien	"SIE;GRÄ"	D	VWZ/FMA	
P 1950 - 3	P 001950 - 3	Zentrale		B51/124 	406895001	"Hucke, Karl: Tonware und Siedlung der Slawen in Wagrien / Karl Hucke (Offa-Bücher ; 3)(Vor- und fr... ; ...)"	"Offa-Bücher ; 3"	Tonware und Siedlung der Slawen in Wagrien	"SIE;KER"	D	VWZ/FMA	
P 1950 - 30,2	P 001950 - 30,2	Zentrale		BV75/65	1607287001	"Husby 2. Katalog, Tafeln und Plan des Gräberfeldes. - 1974. - 87 S. : Taf., Plan (Offa-Bücher ; 30)(Untersuchungen aus dem Schlesw... ; ...)"	"Offa-Bücher ; 30"	Katalog, Tafeln und Plan des Gräberfeldes	GRÄ	D	EZ	
P 1950 - 31	P 001950 - 31	Zentrale		BV75/192	1607552001	"Hinz, Hermann...  : Teil 1. - 1974. - 169 S. : Ill., Kt. (Offa-Bücher ; 31)(Untersuchungen aus dem Schlesw... ; ...)"	"Offa-Bücher ; 31"	Teil 1	SIE	D	"NEO;RKZ;VWZ/FMA;MA/NZ"	
P 1950 - 32	P 001950 - 32	Zentrale		BV75/365	1607600001	"Hartmann, Peter: Keramik des Mittelalters und der frühen Neuzeit aus Nordfriesland / Peter Hartmann (Offa-Bücher ; 32)(Untersuchu... ; ...)"	"Offa-Bücher ; 32"	Keramik des Mittelalters und der frühen Neuzeit aus Nordfriesland	KER	D	MA/NZ	
P 1950 - 33	P 001950 - 33	Zentrale		BV75/366	1607603001	"Tromnau, Gernot: Neue Ausgrabungen im Ahrensburger Tunneltal : ein Beitrag zur Erforschung des Jungpaläolithikums im Nordwesteuropäischen Flachland (Offa-Bücher ; 33)(Untersuchu... ; ...)"	"Offa-Bücher ; 33"	Neue Ausgrabungen im Ahrensburger Tunneltal	SIE	EU	PAL/MES	
P 1950 - 34	P 001950 - 34	Zentrale		BV77/382	1607604001	"Reichstein, Joachim: Die kreuzförmige... / Joachim Reichstein (Offa-Bücher ; 34)(Untersuchu... ; ...)"	"Offa-Bücher ; 34"	¬Die¬ kreuzförmige Fibel	"MET;GES"	EU	"RKZ;VWZ/FMA"	
P 1950 - 35	P 001950 - 35	Zentrale		BV81/352	1607609001	"1. Die slawischen Burgen : Textband u.Pläne. - 1981. - 115 S. : zahlr. Ill., graph. Darst., Kt.+ Planbeil. (Offa-Bücher ; 35)(Untersuchungen aus dem Schlesw... ; ...)"	"Offa-Bücher ; 35"	¬Die¬ slawischen Burgen	SIE	D	VWZ/FMA	
P 1950 - 36	P 001950 - 36	Zentrale		BV77/383	1607619001	"Das wikingerzeitliche Gräberfeld von Thumby-Bienebek (Kr. Rendsburg-Eckernförde) Teil 1. - 1976. - 64, 40 S. : Ill., graph. Darst., Kt. (Offa-Bücher ; 36)(Untersuchungen aus dem Schlesw... ; ...)"	"Offa-Bücher ; 36"	Teil 1	GRÄ	D	VWZ/FMA	
P 1950 - 37	P 001950 - 37	Zentrale		BV78/32	1607565001	"Gerbers, Wilhelm...  : Teil 2 : Die Ausgrabungen und Untersuchungen im Dorf 1971-1975. - 1977. - 178 S. : Tab., Abb. (Offa-Bücher ; 37)(Untersuchungen aus dem Schlesw... ; ...)"	"Offa-Bücher ; 37"	Teil 2	SIE	D	"RKZ;VWZ/FMA;MA/NZ"	3-529-01137-1
P 1950 - 38	P 001950 - 38	Zentrale		BV79/449	1607568001	"Kiefmann, Hans-Michael : Teil 3 : Historisch-geographische Untersuchungen zur älteren Kulturlandschaftsentwicklung. - 1978. - 127 S. : Taf., Tab., Abb. (Offa-Bücher ; 38)(Untersuchungen aus dem Schlesw... ; ...)"	"Offa-Bücher ; 38"	Teil 3	"LA;GEO"	D		
P 1950 - 39	P 001950 - 39	Zentrale		BV79/450	1607623001	"Rech, Manfred: Studien zu Depotfunden der Trichterbecher- und Einzelgrabkultur des Nordens / Manfred Rech (Offa-Bücher ; 39)(Untersuchu... ; ...)"	"Offa-Bücher ; 39"	Studien zu Depotfunden der Trichterbecher- und Einzelgrabkultur des Nordens	STE	EU	NEO	3-5290-1139-8
P 1950 - 4	P 001950 - 4	Zentrale		B47/23	1606278001	"Asmus, Gisela: Die vorgeschichtlichen... / von Gisela Asmus (Offa-Bücher ; 4)(Vor- und fr... ; ...)"	"Offa-Bücher ; 4"	Die vorgeschichtlichen rassischen Verhältnisse in Schleswig-Holstein und Mecklenburg	"NS;AN"	D	"NEO;BZ;EZ;RKZ;VWZ/FMA"	
P 1950 - 40	P 001950 - 40	Zentrale		BV80/474	1607625001	"Kühn, Hans J.: Das Spätneolithikum in Schleswig-Holstein / vorgelegt von Hans Joachim Kühn (Offa-Bücher ; 40)(Untersuchu... ; ...)"	"Offa-Bücher ; 40"	¬Das¬ Spätneolithikum in Schleswig-Holstein	"GRÄ;STE"	D	NEO	3-529-01140-1
P 1950 - 41	P 001950 - 41	Zentrale		BV81/539	1607626001	"Knöll, Heinz: Kragenflaschen : ihre Verbreitung u. ihre Zeitstellung im europaeischen Neolithikum / Heinz Knöll (Offa-Bücher ; 41)(Untersuchu... ; ...)"	"Offa-Bücher ; 41"	Kragenflaschen	KER	EU	NEO	
P 1950 - 42	P 001950 - 42	Zentrale		BV82/74	1607572001	"Teil 4 : Naturwissenschaftliche Untersuchungen. Beiträge zur Zoologie, Palynologie, Dendrochronologie und Radiokohlenstoff-Datierung. - 1980. - 138 S. : Ill., graph. Darst., Kt. (Offa-Bücher ; 42)(Untersuchungen aus dem Schlesw... ; ...)"	Offa-Bücher, 42	Teil 4	"DAT;BO"	D		
P 1950 - 43	P 001950 - 43	Zentrale		BV80/665	1607628001	"Hingst, Hans: Neumünster-Oberjörn... / von Hans Hingst (Offa-Bücher ; 43)(Untersuchu... ; ...)"	"Offa-Bücher ; 43"	Neumünster-Oberjörn	"GRÄ;SIE"	D	EZ	3-529-01143-6
P 1950 - 44	P 001950 - 44	Zentrale		BV83/21	1607630001	"Bantelmann, Niels: Endneolithische Funde im rheinisch-westfaelischen Raum / Niels Bantelmann (Offa-Bücher ; 44)(Untersuchu... ; ...)"	"Offa-Bücher ; 44"	Endneolithische Funde im rheinisch-westfaelischen Raum	KER	D	NEO	
P 1950 - 45,1,1	P 001950 - 45,1,1	Zentrale		BV82/314	1607578001	"Gebers, Wilhelm : Teil 5, 1 : Der slawische Burgwall auf dem Bischofswarder.  Beilagen. - 1981. - 7 Beil. (Offa-Bücher ; 45,1)(Untersuchungen aus dem Schle... ; ...)"	"Offa-Bücher ; 45,1"	Teil 5, 1	SIE	D	VWZ/FMA	
P 1950 - 45,1,2	P 001950 - 45,1,2	Zentrale		BV82/314	1607581001	"Gebers, Wilhelm : Teil 5, 1, 2 : Katalog. - 1981. - 124 S. : zahlr. Ill., graph. Darst. (Offa-Bücher ; 45, 1, 2)(Untersuchungen aus dem S... ; ...)"	"Offa-Bücher ; 45, 1, 2"	Teil 5, 1, 2	SIE	D	VWZ/FMA	3-529-01145-2
P 1950 - 46	P 001950 - 46	Zentrale		BV81/464	1607633001	"Raddatz, Klaus: Sörup I : ein Gräberfeld der Eisenzeit in Angeln / Klaus Raddatz; Mit e. Beitr. von Hans Drescher (Offa-Bücher ; 46)(Untersuchu... ; ...)"	"Offa-Bücher ; 46"	Sörup I	GRÄ	D	EZ	3-529-01146-0
P 1950 - 47	P 001950 - 47	Zentrale		BV82/176	1607722001	"Futterkamp 1. Funde. - 1981. - 210 S. : Ill., graph. Darst., Kt. (Offa-Bücher ; 47)(Untersuchungen aus dem Schlesw... ; ...)"	"Offa-Bücher ; 47"	Funde	"SIE;KER"	D	"VWZ/FMA;MA/NZ"	3-529-01147-9
P 1950 - 48	P 001950 - 48	Zentrale		BV82/177	1607732001	"Bordersholm Teil 2. Katalog, Tafeln und Plan des Gräberfeldes. - 1981. - 207, 192 S. : zahlr. Ill., graph. Darst., Kt. (Offa-Bücher ; 48)(Untersuchungen aus dem Schlesw... ; ...)"	"Offa-Bücher ; 48"	Katalog, Tafeln und Plan des Gräberfeldes	GRÄ	D	"BZ;EZ"	
P 1950 - 49	P 001950 - 49	Zentrale		BV84/15	1607739001	"Hingst, Hans: Die vorrömische Eisenzeit Westholsteins / von Hans Hingst (Offa-Bücher ; 49)(Untersuchu... ; ...)"	"Offa-Bücher ; 49"	¬Die¬ vorrömische Eisenzeit Westholsteins	GRÄ	D	EZ	3-529-01149-5
